"Город","Название города","Страна","Регион","Справка","Спорный"
"Новая Ладога","Новая Ладога","Россия","Ленинградская область","https://ru.wikipedia.org/wiki/Новая_Ладога",
"Новая Лунга","Новая Лунга","ПМР/Молдавия",,"https://ru.wikipedia.org/wiki/Новая_Лунга",
"Новая Ляля","Новая Ляля","Россия","Свердловская область","https://ru.wikipedia.org/wiki/Новая_Ляля",
"Новая Усмань","Новая Усмань","Россия",,"https://ru.wikipedia.org/wiki/Новая_Усмань",
"Новгород-Северский","Новгород-Северский",,,"https://ru.wikipedia.org/wiki/Новгород-Северский","Да"
"Нове-Место-на-Мораве","Нове-Место-на-Мораве","Чехия",,"https://ru.wikipedia.org/wiki/Нове-Место-на-Мораве",
"Нови-Сад","Нови-Сад","Сербия",,"https://ru.wikipedia.org/wiki/Нови-Сад",
"Новоалександровск","Новоалександровск","Россия","Ставропольский край","https://ru.wikipedia.org/wiki/Новоалександровск",
"Новоалтайск","Новоалтайск","Россия","Алтайский край","https://ru.wikipedia.org/wiki/Новоалтайск",
"Новоаннинский","Новоаннинский","Россия","Волгоградская область","https://ru.wikipedia.org/wiki/Новоаннинский",
"Нововолынск","Нововолынск",,,"https://ru.wikipedia.org/wiki/Нововолынск","Да"
"Нововоронеж","Нововоронеж","Россия","Воронежская область","https://ru.wikipedia.org/wiki/Нововоронеж",
"Новоград-Волынский","Новоград-Волынский",,,"https://ru.wikipedia.org/wiki/Новоград-Волынский","Да"
"Новодвинск","Новодвинск","Россия","Архангельская область","https://ru.wikipedia.org/wiki/Новодвинск",
"Новодружеск","Новодружеск",,,"https://ru.wikipedia.org/wiki/Новодружеск","Да"
"Новозыбков","Новозыбков","Россия","Брянская область","https://ru.wikipedia.org/wiki/Новозыбков",
"Новокубанск","Новокубанск","Россия","Краснодарский край","https://ru.wikipedia.org/wiki/Новокубанск",
"Новокузнецк","Новокузнецк","Россия","Кемеровская область","https://ru.wikipedia.org/wiki/Новокузнецк",
"Новокуйбышевск","Новокуйбышевск","Россия","Самарская область","https://ru.wikipedia.org/wiki/Новокуйбышевск",
"Новомичуринск","Новомичуринск","Россия","Рязанская область","https://ru.wikipedia.org/wiki/Новомичуринск",
"Новомосковск","Новомосковск","Россия","Тульская область","https://ru.wikipedia.org/wiki/Новомосковск_(Тульская_область)",
"Новопавловск","Новопавловск","Россия","Ставропольский край","https://ru.wikipedia.org/wiki/Новопавловск",
"Новополоцк","Новополоцк","Белоруссия",,"https://ru.wikipedia.org/wiki/Новополоцк",
"Новопсков","Новопсков",,,"https://ru.wikipedia.org/wiki/Новопсков","Да"
"Новоржев","Новоржев","Россия","Псковская область","https://ru.wikipedia.org/wiki/Новоржев",
"Новороссийск","Новороссийск","Россия","Краснодарский край","https://ru.wikipedia.org/wiki/Новороссийск",
"Новосибирск","Новосибирск","Россия","Новосибирская область","https://ru.wikipedia.org/wiki/Новосибирск",
"Новосиль","Новосиль","Россия","Орловская область","https://ru.wikipedia.org/wiki/Новосиль",
"Новосокольники","Новосокольники","Россия","Псковская область","https://ru.wikipedia.org/wiki/Новосокольники",
"Новотроицк","Новотроицк","Россия","Оренбургская область","https://ru.wikipedia.org/wiki/Новотроицк",
"Новоузенск","Новоузенск","Россия","Саратовская область","https://ru.wikipedia.org/wiki/Новоузенск",
"Новоульяновск","Новоульяновск","Россия","Ульяновская область","https://ru.wikipedia.org/wiki/Новоульяновск",
"Новоуральск","Новоуральск","Россия","Свердловская область","https://ru.wikipedia.org/wiki/Новоуральск",
"Новохопёрск","Новохопёрск","Россия","Воронежская область","https://ru.wikipedia.org/wiki/Новохопёрск",
"Новочебоксарск","Новочебоксарск","Россия","Чувашия","https://ru.wikipedia.org/wiki/Новочебоксарск",
"Новочеркасск","Новочеркасск","Россия","Ростовская область","https://ru.wikipedia.org/wiki/Новочеркасск",
"Новошахтинск","Новошахтинск","Россия","Ростовская область","https://ru.wikipedia.org/wiki/Новошахтинск",
"Новый Орлеан","Новый Орлеан","США",,"https://ru.wikipedia.org/wiki/Новый_Орлеан",
"Новый Оскол","Новый Оскол","Россия","Белгородская область","https://ru.wikipedia.org/wiki/Новый_Оскол",
"Новый Тап","Новый Тап","Россия",,"https://ru.wikipedia.org/wiki/Новый_Тап",
"Новый Уренгой","Новый Уренгой","Россия","Ямало-Ненецкий АО","https://ru.wikipedia.org/wiki/Новый_Уренгой",
"Ногинск","Ногинск","Россия","Московская область","https://ru.wikipedia.org/wiki/Ногинск",
"Нойленгбах","Нойленгбах","Австрия",,"https://ru.wikipedia.org/wiki/Нойленгбах",
"Нойс (город)","Нойс","Германия",,"https://ru.wikipedia.org/wiki/Нойс",
"Нолинск","Нолинск","Россия","Кировская область","https://ru.wikipedia.org/wiki/Нолинск",
"Норильск","Норильск","Россия","Красноярский край","https://ru.wikipedia.org/wiki/Норильск",
"Норман (Оклахома)","Норман","США",,"https://ru.wikipedia.org/wiki/Норман_(Оклахома)",
"Нортклифф (Австралия)","Нортклифф","Австралия",,"https://en.wikipedia.org/wiki/Northcliffe,_Western_Australia",
"Норфолк (Виргиния)","Норфолк","США",,"https://ru.wikipedia.org/wiki/Норфолк_(Виргиния)",
"Ноттингем","Ноттингем","Великобритания",,"https://ru.wikipedia.org/wiki/Ноттингем",
"Ноябрьск","Ноябрьск","Россия","Ямало-Ненецкий АО","https://ru.wikipedia.org/wiki/Ноябрьск",
"Нуайон","Нуайон","Франция",,"https://ru.wikipedia.org/wiki/Нуайон",
"Нуакшот","Нуакшот","Мавритания",,"https://ru.wikipedia.org/wiki/Нуакшот",
"Нур-Султан","Нур-Султан","Казахстан",,"https://ru.wikipedia.org/wiki/Нур-Султан",
"Нурвик","Нурвик","США",,"https://ru.wikipedia.org/wiki/Нурвик",
"Нурлат","Нурлат","Россия","Татарстан","https://ru.wikipedia.org/wiki/Нурлат",
"Нытва","Нытва","Россия","Пермский край","https://ru.wikipedia.org/wiki/Нытва",
"Ньон (Швейцария)","Ньон","Швейцария",,"https://ru.wikipedia.org/wiki/Ньон_(Швейцария)",
"Ньор (город)","Ньор","Франция",,"https://ru.wikipedia.org/wiki/Ньор",
"Нью-Дели","Нью-Дели","Индия",,"https://ru.wikipedia.org/wiki/Нью-Дели",
"Нью-Йорк","Нью-Йорк","США",,"https://ru.wikipedia.org/wiki/Нью-Йорк",
"Ньюарк (Нью-Джерси)","Ньюарк","США",,"https://ru.wikipedia.org/wiki/Ньюарк_(Нью-Джерси)",
"Ньюпорт (Род-Айленд)","Ньюпорт","США",,"https://ru.wikipedia.org/wiki/Ньюпорт_(Род-Айленд)",
"Нэшвилл","Нэшвилл","США",,"https://ru.wikipedia.org/wiki/Нашвилл",
"Нюгди","Нюгди","Россия",,"https://ru.wikipedia.org/wiki/Нюгди",
"Нюнен","Нюнен","Нидерланды",,"https://en.wikipedia.org/wiki/Nuenen",
